food_name,category,healthy,long_covid,me_cfs,mcas,pots,notes
Hard seltzer,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Liqueur,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Liqueur, cream",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Liqueur, coffee flavored",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Cocktail, NFS",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Brandy Alexander,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Bloody Mary,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Cape Cod,Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
Daiquiri,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Gelatin shot, alcoholic",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Gimlet,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Gin and tonic,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Greyhound,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Jagerbomb,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Kamikaze,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Manhattan,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Margarita,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Martini,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Martini, flavored",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Michelada,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Mimosa,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Mint julep,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Mojito,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Moscow mule,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Old fashioned,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Orange Blossom,Citrus fruits,ok,ok,ok,avoid,neutral,Potent histamine liberators
Rob Roy,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Rusty Nail,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Screwdriver,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Seabreeze,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Seven and Seven,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Tom Collins,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Whiskey sour,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Whiskey and soda,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Whiskey and water,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Whiskey and cola,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Whiskey and diet cola,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Whiskey and ginger ale,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Rum and cola,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Rum and diet cola,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Pina Colada,Soda / soft drinks,caution,avoid,caution,caution,neutral,High sugar/additives; caffeine in cola
Brandy and cola,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Vodka and soda,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Vodka and lemonade,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Vodka and cola,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Vodka and diet cola,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Vodka and energy drink,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Vodka and water,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Vodka and tonic,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Sloe gin fizz,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Black Russian,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
White Russian,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Fruit punch, alcoholic",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Champagne punch,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Singapore Sling,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Mai Tai,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Tequila Sunrise,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Long Island iced tea,Caffeinated tea,ok,caution,caution,avoid,caution,Caffeine + fermentation byproducts; green/black tea problematic for MCAS
Fuzzy Navel,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Alcoholic coffee drink,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Frozen daiquiri,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Frozen margarita,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Eggnog, alcoholic",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Gin fizz,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Rum, hot buttered",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Wine, sparkling",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Wine, red",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Wine, white",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Wine, rose",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Wine, rice",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Wine, dessert, sweet",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Wine, light",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Wine cooler,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Sangria, red",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Sangria, white",Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Wine spritzer,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Glug,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Brandy,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Whiskey,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Scotch,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Gin,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Rum,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Vodka,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
Tequila,Alcohol,caution,avoid,avoid,avoid,avoid,Blocks DAO; vasodilator worsens POTS; common LC intolerance
"Water, NFS",Water,ok,ok,ok,ok,ok,Essential; POTS requires 3 L/day
"Water, tap",Water,ok,ok,ok,ok,ok,Essential; POTS requires 3 L/day
"Water, bottled, plain",Water,ok,ok,ok,ok,ok,Essential; POTS requires 3 L/day
"Water, non-carbonated, flavored",Water,ok,ok,ok,ok,ok,Essential; POTS requires 3 L/day
"Water beverage, fruit flavored",Water,ok,ok,ok,ok,ok,Essential; POTS requires 3 L/day
"Water, enhanced, regular",Water,ok,ok,ok,ok,ok,Essential; POTS requires 3 L/day
"Water, enhanced, diet",Water,ok,ok,ok,ok,ok,Essential; POTS requires 3 L/day
"Water, baby",Water,ok,ok,ok,ok,ok,Essential; POTS requires 3 L/day
"Nutritional drink or shake, ready-to-drink (Boost)",Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional drink or shake, ready-to-drink (Boost Plus)",Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional drink or shake, ready-to-drink (Carnation Instant Breakfast)",Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional drink or shake, ready-to-drink (Ensure)",Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional drink or shake, ready-to-drink (Ensure Plus)",Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional drink or shake, ready-to-drink, sugar free (Glucerna)",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Nutritional drink or shake, ready-to-drink (Muscle Milk)",Dairy milk,ok,ok,ok,ok,ok,Fresh milk is low histamine
"Nutritional drink or shake, ready-to-drink, light (Muscle Milk)",Dairy milk,ok,ok,ok,ok,ok,Fresh milk is low histamine
"Nutritional drink or shake, ready-to-drink (Slim Fast)",Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional drink or shake, ready-to-drink, sugar free (Slim Fast)",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast)",Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional drink or shake, ready-to-drink, NFS",Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional drink or shake, high protein, ready-to-drink, NFS",Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS",Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional drink or shake, liquid, soy-based",Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
Nutritional powder mix (Carnation Instant Breakfast),Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional powder mix, sugar free (Carnation Instant Breakfast)",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
Nutritional powder mix (EAS Whey Protein Powder),Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Nutritional powder mix (EAS Soy Protein Powder),Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Nutritional powder mix, high protein (Herbalife)",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Nutritional powder mix (Isopure),Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Nutritional powder mix (Muscle Milk),Dairy milk,ok,ok,ok,ok,ok,Fresh milk is low histamine
"Nutritional powder mix, light (Muscle Milk)",Dairy milk,ok,ok,ok,ok,ok,Fresh milk is low histamine
Nutritional powder mix (Slim Fast),Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional powder mix, sugar free (Slim Fast)",Sweets / confectionery,caution,avoid,caution,avoid,neutral,"Added sugar, artificial colours, preservatives, chocolate = biogenic amines"
"Nutritional powder mix, high protein (Slim Fast)",Nutritional / protein shakes,ok,ok,ok,caution,neutral,"Check for additives, artificial sweeteners, soy"
"Nutritional powder mix, NFS",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Nutritional powder mix, high protein, NFS",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Nutritional powder mix, whey based, NFS",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Nutritional powder mix, protein, soy based, NFS",Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
